11 400
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 18 2 16 3 4 5 6 7 8 9 10 11 12 13 14 15 17 19 20 21 22
1 18 2 17 3 4 5 6 7 8 9 10 11 12 13 14 15 16 19 20 21 22
1 18 2 19 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 20 21 22
1 18 2 20 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 21 22
1 18 2 21 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 22
1 18 2 22 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21
1 19 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22
1 19 2 4 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22
1 19 2 5 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22
1 19 2 6 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22
1 19 2 7 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 20 21 22
1 19 2 8 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 20 21 22
1 19 2 9 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 20 21 22
1 19 2 10 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 20 21 22
1 19 2 11 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 20 21 22
1 19 2 12 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 20 21 22
1 19 2 13 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 20 21 22
1 19 2 14 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 20 21 22
1 19 2 15 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 20 21 22
1 19 2 16 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 20 21 22
1 19 2 17 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 20 21 22
1 19 2 18 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 20 21 22
1 19 2 20 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 21 22
1 19 2 21 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 22
1 19 2 22 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21
1 20 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22
1 20 2 4 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22
1 20 2 5 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22
1 20 2 6 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22
1 20 2 7 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 21 22
1 20 2 8 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 21 22
1 20 2 9 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 21 22
1 20 2 10 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 21 22
1 20 2 11 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 21 22
1 20 2 12 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 21 22
1 20 2 13 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 21 22
1 20 2 14 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 21 22
1 20 2 15 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 21 22
1 20 2 16 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 21 22
1 20 2 17 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 21 22
1 20 2 18 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 21 22
1 20 2 19 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 21 22
1 20 2 21 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 22
1 20 2 22 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21
1 21 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22
1 21 2 4 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22
1 21 2 5 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22
1 21 2 6 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22
1 21 2 7 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 22
1 21 2 8 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 22
1 21 2 9 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 22
1 21 2 10 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 22
1 21 2 11 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 22
1 21 2 12 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 22
1 21 2 13 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 22
1 21 2 14 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 22
1 21 2 15 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 22
1 21 2 16 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 22
1 21 2 17 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 22
1 21 2 18 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 22
1 21 2 19 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 22
1 21 2 20 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 22
1 21 2 22 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
1 22 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
1 22 2 4 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
1 22 2 5 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
1 22 2 6 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
1 22 2 7 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21
1 22 2 8 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21
1 22 2 9 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21
1 22 2 10 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21
1 22 2 11 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21
1 22 2 12 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21
1 22 2 13 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21
1 22 2 14 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21
1 22 2 15 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21
1 22 2 16 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21
1 22 2 17 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21
1 22 2 18 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21
1 22 2 19 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21
1 22 2 20 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21
1 22 2 21 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
1 22 2 21 3 5 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
